3.773848173000679935e+02	1.149074074074074137e+00
3.775712127209562254e+02	1.050925925925925819e+00
3.777576086975741418e+02	9.231481481481481621e-01
3.779440052299217427e+02	8.629629629629629317e-01
3.781304023179991418e+02	7.925925925925926263e-01
3.783167999618061685e+02	8.231481481481481843e-01
3.785031981613429366e+02	8.296296296296296058e-01
3.786895969166094460e+02	9.379629629629629983e-01
3.788759962276056399e+02	9.250000000000000444e-01
3.790623960943315183e+02	8.287037037037037202e-01
3.792487965167871948e+02	8.388888888888889062e-01
3.794351974949724990e+02	8.027777777777778123e-01
3.796215990288875446e+02	8.314814814814814881e-01
3.798080011185323315e+02	8.499999999999999778e-01
3.799944037639068029e+02	8.842592592592593004e-01
3.801808069650109587e+02	9.657407407407407884e-01
3.803672107218448559e+02	9.277777777777778123e-01
3.805536150344084945e+02	9.064814814814814437e-01
3.807400199027018175e+02	8.740740740740741144e-01
3.809264253267248250e+02	8.555555555555555136e-01
3.811128313064775739e+02	8.027777777777778123e-01
3.812992378419600072e+02	8.648148148148148140e-01
3.814856449331721819e+02	8.759259259259258856e-01
3.816720525801140980e+02	9.185185185185185119e-01
3.818584607827856985e+02	8.962962962962962576e-01
3.820448695411869835e+02	8.194444444444444198e-01
3.822312788553180098e+02	8.175925925925925375e-01
3.824176887251787207e+02	7.898148148148148584e-01
3.826040991507691729e+02	8.259259259259259522e-01
3.827905101320893095e+02	8.722222222222222321e-01
3.829769216691391875e+02	9.231481481481481621e-01
3.831633337619187500e+02	1.003703703703703765e+00
3.833497464104280539e+02	1.074999999999999956e+00
3.835361596146670990e+02	1.025925925925925908e+00
3.837225733746357719e+02	9.722222222222222099e-01
3.839089876903342429e+02	9.111111111111110938e-01
3.840954025617623415e+02	8.574074074074073959e-01
3.842818179889202383e+02	8.907407407407407218e-01
3.844682339718077628e+02	8.759259259259258856e-01
3.846546505104250855e+02	9.268518518518518157e-01
3.848410676047720358e+02	9.583333333333333703e-01
3.850274852548487274e+02	8.962962962962962576e-01
3.852139034606551604e+02	8.574074074074073959e-01
3.854003222221912779e+02	8.490740740740740922e-01
3.855867415394571367e+02	8.861111111111110716e-01
3.857731614124526800e+02	8.962962962962962576e-01
3.859595818411779646e+02	9.842592592592592782e-01
3.861460028256329338e+02	1.074074074074074181e+00
3.863324243658175874e+02	1.070370370370370416e+00
3.865188464617320392e+02	1.024074074074074137e+00
3.867052691133761186e+02	9.629629629629629095e-01
3.868916923207499394e+02	9.037037037037036757e-01
3.870781160838535016e+02	8.518518518518518601e-01
3.872645404026867482e+02	8.944444444444444864e-01
3.874509652772496793e+02	8.805555555555555358e-01
3.876373907075423517e+02	9.657407407407407884e-01
3.878238166935647655e+02	8.981481481481481399e-01
3.880102432353168638e+02	8.268518518518518379e-01
3.881966703327987034e+02	8.620370370370370461e-01
3.883830979860102275e+02	8.509259259259259744e-01
3.885695261949514361e+02	8.416666666666666741e-01
3.887559549596223860e+02	8.388888888888889062e-01
3.889423842800230204e+02	9.148148148148148584e-01
3.891288141561533962e+02	1.006481481481481532e+00
3.893152445880135133e+02	1.042592592592592515e+00
3.895016755756033149e+02	9.583333333333333703e-01
3.896881071189228010e+02	8.472222222222222099e-01
3.898745392179720284e+02	8.240740740740740700e-01
3.900609718727509403e+02	8.092592592592592338e-01
3.902474050832595935e+02	8.583333333333332815e-01
3.904338388494979881e+02	8.648148148148148140e-01
3.906202731714660672e+02	9.194444444444443976e-01
3.908067080491638308e+02	8.648148148148148140e-01
3.909931434825913357e+02	7.962962962962962798e-01
3.911795794717485251e+02	8.092592592592592338e-01
3.913660160166354558e+02	8.148148148148147696e-01
3.915524531172520710e+02	8.490740740740740922e-01
3.917388907735984276e+02	8.398148148148147918e-01
3.919253289856744686e+02	8.675925925925925819e-01
3.921117677534802510e+02	9.407407407407407662e-01
3.922982070770157179e+02	9.092592592592592116e-01
3.924846469562809261e+02	8.759259259259258856e-01
3.926710873912758188e+02	8.750000000000000000e-01
3.928575283820004529e+02	8.990740740740740256e-01
3.930439699284547714e+02	8.018518518518518157e-01
3.932304120306388313e+02	7.953703703703703942e-01
3.934168546885525757e+02	8.018518518518518157e-01
3.936032979021960614e+02	9.518518518518518379e-01
3.937897416715692316e+02	8.620370370370370461e-01
3.939761859966721431e+02	8.148148148148147696e-01
3.941626308775047391e+02	8.490740740740740922e-01
3.943490763140670197e+02	8.009259259259259300e-01
3.945355223063590415e+02	8.777777777777777679e-01
3.947219688543808047e+02	9.055555555555555580e-01
3.949084159581322524e+02	9.175925925925926263e-01
3.950948636176134414e+02	9.694444444444444420e-01
3.952813118328243149e+02	1.012962962962963065e+00
3.954677606037648729e+02	9.194444444444443976e-01
3.956542099304351723e+02	8.824074074074074181e-01
3.958406598128352130e+02	8.509259259259259744e-01
3.960271102509649381e+02	8.166666666666666519e-01
3.962135612448243478e+02	8.037037037037036979e-01
3.964000127944134988e+02	8.212962962962963021e-01
3.965864648997323911e+02	8.888888888888888395e-01
3.967729175607809680e+02	9.490740740740740700e-01
3.969593707775592293e+02	9.009259259259259078e-01
3.971458245500672319e+02	8.453703703703703276e-01
3.973322788783049759e+02	8.129629629629629983e-01
3.975187337622724044e+02	8.388888888888889062e-01
3.977051892019695174e+02	8.564814814814815103e-01
3.978916451973963717e+02	9.111111111111110938e-01
3.980781017485529105e+02	9.796296296296296280e-01
3.982645588554391907e+02	1.015740740740740833e+00
3.984510165180552121e+02	9.407407407407407662e-01
3.986374747364009181e+02	8.833333333333333037e-01
3.988239335104763086e+02	8.796296296296296502e-01
3.990103928402814404e+02	8.407407407407407884e-01
3.991968527258162567e+02	8.675925925925925819e-01
3.993833131670808143e+02	8.777777777777777679e-01
3.995697741640750564e+02	9.527777777777777235e-01
3.997562357167990399e+02	9.305555555555555802e-01
3.999426978252527078e+02	8.685185185185184675e-01
4.001291604894361171e+02	8.777777777777777679e-01
4.003156237093492109e+02	8.694444444444444642e-01
4.005020874849920460e+02	8.675925925925925819e-01
4.006885518163645656e+02	8.592592592592592782e-01
4.008750167034668266e+02	9.601851851851851416e-01
4.010614821462987720e+02	1.055555555555555580e+00
4.012479481448604588e+02	1.010185185185185075e+00
4.014344146991518301e+02	9.796296296296296280e-01
4.016208818091729427e+02	9.916666666666666963e-01
4.018073494749237398e+02	9.629629629629629095e-01
4.019938176964042782e+02	8.768518518518518823e-01
4.021802864736145011e+02	8.370370370370370239e-01
4.023667558065544085e+02	8.824074074074074181e-01
4.025532256952241141e+02	1.024074074074074137e+00
4.027396961396234474e+02	9.666666666666666741e-01
4.029261671397525220e+02	9.018518518518519045e-01
4.031126386956113379e+02	9.222222222222222765e-01
4.032991108071998383e+02	9.268518518518518157e-01
4.034855834745180232e+02	9.351851851851852304e-01
4.036720566975660063e+02	9.462962962962963021e-01
4.038585304763436170e+02	1.008333333333333304e+00
4.040450048108509691e+02	1.094444444444444553e+00
4.042314797010880625e+02	9.638888888888889062e-01
4.044179551470548404e+02	9.055555555555555580e-01
4.046044311487513028e+02	9.259259259259259300e-01
4.047909077061775065e+02	9.259259259259259300e-01
4.049773848193334516e+02	9.101851851851852082e-01
4.051638624882190811e+02	9.222222222222222765e-01
4.053503407128343952e+02	9.185185185185185119e-01
4.055368194931794505e+02	1.026851851851851904e+00
4.057232988292541904e+02	9.787037037037037424e-01
4.059097787210586716e+02	9.009259259259259078e-01
4.060962591685928942e+02	9.490740740740740700e-01
4.062827401718568012e+02	9.527777777777777235e-01
4.064692217308503928e+02	9.805555555555555136e-01
4.066557038455737256e+02	9.685185185185185563e-01
4.068421865160267430e+02	9.907407407407406996e-01
4.070286697422095017e+02	1.084259259259259256e+00
4.072151535241219449e+02	1.000925925925925997e+00
4.074016378617641294e+02	9.675925925925925597e-01
4.075881227551360553e+02	9.620370370370370239e-01
4.077746082042376088e+02	9.833333333333332815e-01
4.079610942090689605e+02	9.611111111111111382e-01
4.081475807696299398e+02	9.324074074074074625e-01
4.083340678859207173e+02	9.296296296296295836e-01
4.085205555579411794e+02	1.007407407407407307e+00
4.087070437856913259e+02	9.870370370370370461e-01
4.088935325691711569e+02	9.175925925925926263e-01
4.090800219083807860e+02	9.250000000000000444e-01
4.092665118033200429e+02	8.824074074074074181e-01
4.094530022539890979e+02	8.629629629629629317e-01
4.096394932603877805e+02	8.981481481481481399e-01
4.098259848225162614e+02	9.972222222222222321e-01
4.100124769403743699e+02	1.125925925925925997e+00
4.101989696139622197e+02	1.046296296296296280e+00
4.103854628432798108e+02	9.861111111111111605e-01
4.105719566283270865e+02	9.277777777777778123e-01
4.107584509691041035e+02	9.407407407407407662e-01
4.109449458656108050e+02	9.194444444444443976e-01
4.111314413178472478e+02	9.222222222222222765e-01
4.113179373258133751e+02	9.509259259259259522e-01
4.115044338895091869e+02	1.059259259259259345e+00
4.116909310089347400e+02	1.088888888888888795e+00
4.118774286840900345e+02	9.407407407407407662e-01
4.120639269149750135e+02	9.185185185185185119e-01
4.122504257015896769e+02	9.148148148148148584e-01
4.124369250439340817e+02	9.694444444444444420e-01
4.126234249420082278e+02	9.574074074074073737e-01
4.128099253958120585e+02	9.833333333333332815e-01
4.129964264053455736e+02	1.069444444444444420e+00
4.131829279706088300e+02	1.042592592592592515e+00
4.133694300916018278e+02	9.509259259259259522e-01
4.135559327683245101e+02	9.212962962962962798e-01
4.137424360007768769e+02	9.175925925925926263e-01
4.139289397889589850e+02	8.824074074074074181e-01
4.141154441328708344e+02	9.305555555555555802e-01
4.143019490325123115e+02	9.435185185185185341e-01
4.144884544878835868e+02	1.009259259259259300e+00
4.146749604989845466e+02	9.564814814814814881e-01
4.148614670658151908e+02	8.842592592592593004e-01
4.150479741883755764e+02	8.981481481481481399e-01
4.152344818666656465e+02	8.787037037037036535e-01
4.154209901006854579e+02	9.462962962962963021e-01
4.156074988904349539e+02	9.425925925925925375e-01
4.157940082359141911e+02	1.020370370370370372e+00
4.159805181371231697e+02	1.139814814814814836e+00
4.161670285940617759e+02	1.123148148148148229e+00
4.163535396067301804e+02	1.050000000000000044e+00
4.165400511751282693e+02	1.015740740740740833e+00
4.167265632992560427e+02	9.768518518518518601e-01
4.169130759791135006e+02	9.064814814814814437e-01
4.170995892147007567e+02	9.555555555555556024e-01
4.172861030060176972e+02	9.333333333333333481e-01
4.174726173530643223e+02	9.444444444444444198e-01
4.176591322558406318e+02	9.259259259259259300e-01
4.178456477143466827e+02	8.388888888888889062e-01
4.180321637285824750e+02	8.953703703703703720e-01
4.182186802985479517e+02	8.925925925925926041e-01
4.184051974242431697e+02	9.472222222222221877e-01
4.185917151056680723e+02	9.935185185185184675e-01
4.187782333428227162e+02	1.039814814814814747e+00
4.189647521357070445e+02	1.125925925925925997e+00
4.191512714843211143e+02	9.611111111111111382e-01
4.193377913886648685e+02	9.166666666666666297e-01
4.195243118487383072e+02	8.888888888888888395e-01
4.197108328645414872e+02	8.750000000000000000e-01
4.198973544360744086e+02	9.064814814814814437e-01
4.200838765633370144e+02	9.824074074074073959e-01
4.202703992463293616e+02	1.034259259259259212e+00
4.204569224850513365e+02	1.089814814814814792e+00
4.206434462795031095e+02	9.722222222222222099e-01
4.208299706296845670e+02	9.416666666666666519e-01
4.210164955355957090e+02	9.953703703703703498e-01
4.212030209972366492e+02	9.379629629629629983e-01
4.213895470146072171e+02	9.499999999999999556e-01
4.215760735877075263e+02	1.008333333333333304e+00
4.217626007165375199e+02	1.090740740740740788e+00
4.219491284010972549e+02	1.197222222222222188e+00
4.221356566413867313e+02	1.067592592592592649e+00
4.223221854374058921e+02	1.012037037037037068e+00
4.225087147891547374e+02	9.749999999999999778e-01
4.226952446966333241e+02	9.324074074074074625e-01
4.228817751598415953e+02	8.546296296296296280e-01
4.230683061787796078e+02	8.768518518518518823e-01
4.232548377534473047e+02	9.777777777777777457e-01
4.234413698838447999e+02	1.062962962962962887e+00
4.236279025699719227e+02	1.063888888888888884e+00
4.238144358118287869e+02	9.962962962962963465e-01
4.240009696094153355e+02	1.003703703703703765e+00
4.241875039627316255e+02	9.712962962962963243e-01
4.243740388717776000e+02	1.029629629629629672e+00
4.245605743365533158e+02	1.082407407407407485e+00
4.247471103570587161e+02	1.131481481481481532e+00
4.249336469332938577e+02	1.175925925925925819e+00
4.251201840652586839e+02	1.157407407407407440e+00
4.253067217529532513e+02	1.069444444444444420e+00
4.254932599963775033e+02	1.030555555555555447e+00
4.256797987955314966e+02	1.018518518518518601e+00
4.258663381504151744e+02	1.032407407407407440e+00
4.260528780610285935e+02	1.062962962962962887e+00
4.262394185273716971e+02	1.058333333333333348e+00
4.264259595494445421e+02	1.168518518518518512e+00
4.266125011272470715e+02	1.125000000000000000e+00
4.267990432607792854e+02	1.068518518518518423e+00
4.269855859500412407e+02	1.270370370370370372e+00
4.271721291950329373e+02	1.350925925925925863e+00
4.273586729957543184e+02	1.456481481481481488e+00
4.275452173522054409e+02	1.459259259259259256e+00
4.277317622643862478e+02	1.358333333333333393e+00
4.279183077322967392e+02	1.321296296296296191e+00
4.281048537559369720e+02	1.206481481481481488e+00
4.282914003353069461e+02	1.140740740740740833e+00
4.284779474704066047e+02	1.046296296296296280e+00
4.286644951612360046e+02	1.034259259259259212e+00
4.288510434077950322e+02	9.907407407407406996e-01
4.290375922100838579e+02	1.015740740740740833e+00
4.292241415681023682e+02	1.020370370370370372e+00
4.294106914818505629e+02	1.063888888888888884e+00
4.295972419513285558e+02	1.026851851851851904e+00
4.297837929765361764e+02	9.509259259259259522e-01
4.299703445574735383e+02	9.657407407407407884e-01
4.301568966941405847e+02	1.000000000000000000e+00
4.303434493865373724e+02	1.036111111111111205e+00
4.305300026346639015e+02	1.065740740740740655e+00
4.307165564385201151e+02	1.107407407407407396e+00
4.309031107981060131e+02	1.225000000000000089e+00
4.310896657134216525e+02	1.176851851851851816e+00
4.312762211844669764e+02	1.110185185185185164e+00
4.314627772112420416e+02	1.128703703703703765e+00
4.316493337937467913e+02	1.076851851851851949e+00
4.318358909319812824e+02	1.004629629629629539e+00
4.320224486259455148e+02	9.787037037037037424e-01
4.322090068756393748e+02	1.007407407407407307e+00
4.323955656810630330e+02	1.137037037037037068e+00
4.325821250422163757e+02	1.087962962962963021e+00
4.327686849590994029e+02	9.833333333333332815e-01
4.329552454317121715e+02	9.972222222222222321e-01
4.331418064600546245e+02	1.001851851851851771e+00
4.333283680441268189e+02	1.068518518518518423e+00
4.335149301839286977e+02	1.136111111111111072e+00
4.337014928794602611e+02	1.171296296296296280e+00
4.338880561307216226e+02	1.255555555555555536e+00
4.340746199377126686e+02	1.217592592592592560e+00
4.342611843004333991e+02	1.145370370370370372e+00
4.344477492188838141e+02	1.056481481481481577e+00
4.346343146930639705e+02	1.035185185185185208e+00
4.348208807229738682e+02	9.962962962962963465e-01
4.350074473086134503e+02	1.032407407407407440e+00
4.351940144499827738e+02	1.052777777777777812e+00
4.353805821470817818e+02	1.150925925925925908e+00
4.355671503999105312e+02	1.063888888888888884e+00
4.357537192084689650e+02	1.017592592592592604e+00
4.359402885727570833e+02	1.067592592592592649e+00
4.361268584927749430e+02	1.012037037037037068e+00
4.363134289685225440e+02	1.004629629629629539e+00
4.364999999999998295e+02	1.024074074074074137e+00
4.366865715872068563e+02	1.107407407407407396e+00
4.368731437301435676e+02	1.200925925925925952e+00
4.370597164288099634e+02	1.104629629629629628e+00
4.372462896832061006e+02	1.042592592592592515e+00
4.374328634933319790e+02	1.050000000000000044e+00
4.376194378591875420e+02	1.040740740740740744e+00
4.378060127807727895e+02	1.080555555555555491e+00
4.379925882580877783e+02	1.103703703703703631e+00
4.381791642911324516e+02	1.099074074074074092e+00
4.383657408799068662e+02	1.211111111111111027e+00
4.385523180244110222e+02	1.102777777777777857e+00
4.387388957246448626e+02	1.042592592592592515e+00
4.389254739806083876e+02	1.064814814814814881e+00
4.391120527923016539e+02	1.062962962962962887e+00
4.392986321597246047e+02	1.087037037037037024e+00
4.394852120828772968e+02	1.075925925925925952e+00
4.396717925617597302e+02	1.153703703703703676e+00
4.398583735963718482e+02	1.292592592592592515e+00
4.400449551867136506e+02	1.348148148148148096e+00
4.402315373327851944e+02	1.228703703703703631e+00
4.404181200345864227e+02	1.144444444444444375e+00
4.406047032921173923e+02	1.119444444444444464e+00
4.407912871053780464e+02	1.065740740740740655e+00
4.409778714743684418e+02	1.116666666666666696e+00
4.411644563990885217e+02	1.096296296296296324e+00
4.413510418795383430e+02	1.187962962962962887e+00
4.415376279157178487e+02	1.150925925925925908e+00
4.417242145076270958e+02	1.055555555555555580e+00
4.419108016552660274e+02	1.058333333333333348e+00
4.420973893586347003e+02	1.047222222222222276e+00
4.422839776177330577e+02	1.089814814814814792e+00
4.424705664325611565e+02	1.078703703703703720e+00
4.426571558031189397e+02	1.098148148148148096e+00
4.428437457294064643e+02	1.194444444444444420e+00
4.430303362114236734e+02	1.247222222222222232e+00
4.432169272491705669e+02	1.197222222222222188e+00
4.434035188426472587e+02	1.162962962962962976e+00
4.435901109918535781e+02	1.142592592592592604e+00
4.437767036967896388e+02	1.104629629629629628e+00
4.439632969574554409e+02	1.087962962962963021e+00
4.441498907738509274e+02	1.082407407407407485e+00
4.443364851459760985e+02	1.234259259259259167e+00
4.445230800738310108e+02	1.314814814814814881e+00
4.447096755574156646e+02	1.179629629629629584e+00
4.448962715967300028e+02	1.140740740740740833e+00
4.450828681917740823e+02	1.107407407407407396e+00
4.452694653425478464e+02	1.127777777777777768e+00
4.454560630490512949e+02	1.158333333333333437e+00
4.456426613112844848e+02	1.207407407407407485e+00
4.458292601292473591e+02	1.335185185185185253e+00
4.460158595029399748e+02	1.271296296296296369e+00
4.462024594323623319e+02	1.227777777777777857e+00
4.463890599175143734e+02	1.187037037037037113e+00
4.465756609583960994e+02	1.130555555555555536e+00
4.467622625550075668e+02	1.010185185185185075e+00
4.469488647073487755e+02	1.012037037037037068e+00
4.471354674154196118e+02	1.019444444444444375e+00
4.473220706792202463e+02	1.176851851851851816e+00
4.475086744987505654e+02	1.192592592592592649e+00
4.476952788740105689e+02	1.122222222222222232e+00
4.478818838050003137e+02	1.164814814814814747e+00
4.480684892917197431e+02	1.149999999999999911e+00
4.482550953341689137e+02	1.138888888888888840e+00
4.484417019323477689e+02	1.119444444444444464e+00
4.486283090862563654e+02	1.127777777777777768e+00
4.488149167958946464e+02	1.262962962962963065e+00
4.490015250612626687e+02	1.275925925925925908e+00
4.491881338823603755e+02	1.164814814814814747e+00
4.493747432591878805e+02	1.086111111111111027e+00
4.495613531917450132e+02	1.097222222222222321e+00
4.497479636800318303e+02	1.069444444444444420e+00
4.499345747240484457e+02	1.086111111111111027e+00
4.501211863237947455e+02	1.077777777777777724e+00
4.503077984792706729e+02	1.143518518518518601e+00
4.504944111904763986e+02	1.156481481481481444e+00
4.506810244574118087e+02	1.083333333333333259e+00
4.508676382800769602e+02	1.007407407407407307e+00
4.510542526584717962e+02	9.879629629629629317e-01
4.512408675925963735e+02	1.087037037037037024e+00
4.514274830824506353e+02	1.119444444444444464e+00
4.516140991280346384e+02	1.162037037037036979e+00
4.518007157293483260e+02	1.195370370370370416e+00
4.519873328863917550e+02	1.221296296296296324e+00
4.521739505991648684e+02	1.155555555555555447e+00
4.523605688676676664e+02	1.179629629629629584e+00
4.525471876919002057e+02	1.225925925925925863e+00
4.527338070718624863e+02	1.147222222222222143e+00
4.529204270075544514e+02	1.100925925925925863e+00
4.531070474989761578e+02	1.075925925925925952e+00
4.532936685461274919e+02	1.178703703703703809e+00
4.534802901490086242e+02	1.184259259259259345e+00
4.536669123076194410e+02	1.131481481481481532e+00
4.538535350219599422e+02	1.167592592592592515e+00
4.540401582920302417e+02	1.151851851851851904e+00
4.542267821178301688e+02	1.211111111111111027e+00
4.544134064993598372e+02	1.191666666666666652e+00
4.546000314366191901e+02	1.156481481481481444e+00
4.547866569296082844e+02	1.219444444444444553e+00
4.549732829783271200e+02	1.304629629629629584e+00
4.551599095827756400e+02	1.222222222222222321e+00
4.553465367429538446e+02	1.149074074074074137e+00
4.555331644588617905e+02	1.108333333333333393e+00
4.557197927304994209e+02	1.077777777777777724e+00
4.559064215578667927e+02	1.119444444444444464e+00
4.560930509409638489e+02	1.119444444444444464e+00
4.562796808797906465e+02	1.225925925925925863e+00
4.564663113743471285e+02	1.198148148148148184e+00
4.566529424246333519e+02	1.103703703703703631e+00
4.568395740306492598e+02	1.093518518518518556e+00
4.570262061923949659e+02	1.077777777777777724e+00
4.572128389098702996e+02	1.125925925925925997e+00
4.573994721830753178e+02	1.172222222222222276e+00
4.575861060120101342e+02	1.215740740740740788e+00
4.577727403966746351e+02	1.312037037037037113e+00
4.579593753370688205e+02	1.201851851851851949e+00
4.581460108331926904e+02	1.180555555555555580e+00
4.583326468850463016e+02	1.140740740740740833e+00
4.585192834926297110e+02	1.122222222222222232e+00
4.587059206559427480e+02	1.108333333333333393e+00
4.588925583749854695e+02	1.128703703703703765e+00
4.590791966497579324e+02	1.116666666666666696e+00
4.592658354802601366e+02	1.139814814814814836e+00
4.594524748664920253e+02	1.198148148148148184e+00
4.596391148084536553e+02	1.147222222222222143e+00
4.598257553061449698e+02	1.205555555555555491e+00
4.600123963595659689e+02	1.198148148148148184e+00
4.601990379687167660e+02	1.225925925925925863e+00
4.603856801335971909e+02	1.226851851851851860e+00
4.605723228542074139e+02	1.254629629629629539e+00
4.607589661305472646e+02	1.361111111111111160e+00
4.609456099626168566e+02	1.359259259259259167e+00
4.611322543504161331e+02	1.330555555555555491e+00
4.613188992939452078e+02	1.331481481481481488e+00
4.615055447932039101e+02	1.272222222222222143e+00
4.616921908481923538e+02	1.244444444444444464e+00
4.618788374589105388e+02	1.262962962962963065e+00
4.620654846253584083e+02	1.257407407407407307e+00
4.622521323475359623e+02	1.394444444444444375e+00
4.624387806254432576e+02	1.344444444444444553e+00
4.626254294590802374e+02	1.325925925925925952e+00
4.628120788484469585e+02	1.387962962962963065e+00
4.629987287935434210e+02	1.346296296296296324e+00
4.631853792943695680e+02	1.377777777777777768e+00
4.633720303509253995e+02	1.415740740740740744e+00
4.635586819632109723e+02	1.485185185185185164e+00
4.637453341312262864e+02	1.561111111111111116e+00
4.639319868549712282e+02	1.445370370370370416e+00
4.641186401344459682e+02	1.387962962962963065e+00
4.643052939696503927e+02	1.362962962962962932e+00
4.644919483605845016e+02	1.334259259259259256e+00
4.646786033072483519e+02	1.304629629629629584e+00
4.648652588096418867e+02	1.343518518518518556e+00
4.650519148677651629e+02	1.350925925925925863e+00
4.652385714816181235e+02	1.456481481481481488e+00
4.654252286512008254e+02	1.455555555555555491e+00
4.656118863765132119e+02	1.348148148148148096e+00
4.657985446575553397e+02	1.359259259259259167e+00
4.659852034943271519e+02	1.375925925925925997e+00
4.661718628868287055e+02	1.429629629629629584e+00
4.663585228350599436e+02	1.450925925925925952e+00
4.665451833390209231e+02	1.516666666666666607e+00
4.667318443987115870e+02	1.612962962962962932e+00
